Q1,Q2,Q3,Q4,Q5,Q5_TEXT,Discipline,Q6,Q7,Q8,Q8_TEXT,Q9,Q10,Q10_TEXT,Q11,Q12,Q12_TEXT,Q13,Q14
1,5,1,1,2,,Physical sciences,NA,1,6,,2,4,,2,4,,NA,1
1,5,2,2,1,,Life sciences,1,4,10,,6,10,ASL Interpreter,4,1,,4,1
1,5,1,1,3,,Engineering,NA,1,2,,4,8,,4,5,,NA,1
1,5,1,2,1,,Life sciences,2,3,2,,4,4,,4,4,,NA,2
1,5,1,1,5,,Computer science,NA,1,7,,2,10,Housecleaner,2,4,,NA,1
1,6,1,2,3,,Engineering,2,3,2,,4,3,,5,6,,NA,1
1,5,2,2,2,,Physical sciences,1,4,6,,3,8,,3,4,,NA,2
1,5,1,2,1,,Life sciences,2,2,2,,5,8,,5,1,,4,2
1,7,2,2,1,,Life sciences,1,6,7,,5,8,,6,1,,4,1
1,6,2,2,1,,Life sciences,1,6,4,,2,2,,5,1,,4,2
1,2,1,2,4,,Mathematics,2,3,7,,5,3,,6,6,,NA,2
1,5,2,2,2,,Physical sciences,2,2,2,,5,2,,NA,1,,77,2
1,7,2,2,1,,Life sciences,2,1,2,,4,2,,4,1,,4,2
1,6,2,2,2,,Physical sciences,1,5,7,,4,2,,5,4,,NA,2
1,6,1,2,1,,Life sciences,1,6,6,,2,5,,3,2,,NA,1
1,5,1,2,3,,Engineering,2,2,3,,4,4,,3,1,,4,1
1,6,1,2,1,,Life sciences,1,2,5,,4,3,,5,1,,4,1
1,8,1,2,1,,Life sciences,2,1,6,,2,7,,2,1,,4,1
1,6,1,2,5,,Computer science,2,3,3,,4,8,,2,4,,NA,2
1,6,2,2,1,,Life sciences,1,5,2,,5,2,,5,6,,NA,1
1,7,1,2,5,,Computer science,2,1,6,,4,7,,4,1,,4,2
1,6,2,2,2,,Physical sciences,1,7,2,,4,8,,4,1,,4,1
1,6,2,2,2,,Physical sciences,1,7,3,,3,4,,3,1,,4,1
1,6,1,1,1,,Life sciences,NA,3,9,homeless,1,9,,3,1,,4,1
1,5,2,2,1,,Life sciences,2,1,5,,3,5,,3,6,,NA,1
1,6,2,2,2,,Physical sciences,1,6,10,,5,3,,5,1,,4,1
1,3,1,2,3,,Engineering,2,2,7,,3,4,,4,7,Continue current employment,NA,2
1,6,2,2,3,,Engineering,1,5,6,,2,3,,2,4,,NA,2
1,6,2,1,1,,Life sciences,NA,2,2,,6,3,,6,1,,206,2
1,6,2,1,2,,Physical sciences,NA,4,3,,3,3,,4,2,,NA,2
1,6,1,2,3,,Engineering,1,5,2,,4,4,,3,4,,NA,2
1,6,2,2,2,,Physical sciences,1,4,6,,2,4,,3,6,,NA,2
1,7,1,2,1,,Life sciences,1,7,2,,4,10,Deceased,3,1,,4,1
1,6,2,1,1,,Life sciences,NA,1,4,,4,8,,4,1,,4,2
1,6,2,2,2,,Physical sciences,1,7,4,,3,10,Laboratory Manager,4,1,,4,1
1,6,1,2,2,,Physical sciences,1,5,2,,4,8,,3,1,,4,1
1,6,1,2,5,,Computer science,2,2,7,,6,3,,5,5,,NA,2
1,6,2,2,2,,Physical sciences,2,2,6,,2,4,,4,1,,4,2
1,6,1,2,3,,Engineering,2,4,4,,3,4,,2,3,,NA,2
1,6,1,1,1,,Life sciences,NA,3,7,,3,3,,4,4,,NA,2
1,6,1,2,2,,Physical sciences,1,5,7,,6,8,,3,1,,4,2
1,7,1,2,3,,Engineering,1,4,9,deceased,4,8,,3,6,,NA,1
1,5,1,2,2,,Physical sciences,1,3,9,Veterinary Medicine,7,8,,3,3,,NA,2
1,8,1,2,3,,Engineering,1,4,7,,4,8,,4,2,,NA,2
1,6,2,2,2,,Physical sciences,1,5,2,,5,2,,5,6,,NA,1
1,5,2,1,3,,Engineering,NA,2,2,,5,5,,4,4,,NA,2
1,6,2,2,1,,Life sciences,1,5,9,"deceased, but was educator/researcher",6,3,,5,1,,4,1
1,6,1,2,2,,Physical sciences,2,5,2,,6,2,,5,1,,4,2
1,7,1,2,4,,Mathematics,1,7,7,,5,10,Writer,5,1,,4,2
1,5,1,2,4,,Mathematics,2,2,2,,3,10,Government,3,1,,4,2
1,7,2,2,1,,Life sciences,2,2,8,,2,4,,4,6,,NA,1
1,5,2,2,1,,Life sciences,2,2,4,,4,8,,3,1,,4,2
1,6,2,2,2,,Physical sciences,1,4,2,,4,2,,4,1,,4,1
1,5,1,2,2,,Physical sciences,1,4,2,,4,3,,4,1,,4,2
1,5,1,2,2,,Physical sciences,1,4,10,,6,3,,5,4,,NA,2
1,8,1,2,1,,Life sciences,1,3,3,,2,2,,2,4,,NA,1
1,5,1,2,3,,Engineering,1,2,10,,6,4,,3,4,,NA,2
1,5,2,1,2,,Physical sciences,NA,3,6,,2,4,,2,4,,NA,2
1,5,1,1,3,,Engineering,NA,2,10,,6,4,,5,2,,NA,2
1,6,1,1,3,,Engineering,NA,2,10,,6,3,,6,1,,4,2
1,7,1,2,1,,Life sciences,1,7,7,,5,8,,3,6,,NA,1
1,5,2,2,1,,Life sciences,2,3,9,I don't know I haven't talked to him in years,4,10,programmer,4,1,,4,1
1,5,1,1,3,,Engineering,NA,1,2,,5,9,,4,6,,NA,1
1,6,2,1,5,,Computer science,NA,1,9,nurse,6,2,,5,4,,NA,1
1,8,2,2,2,,Physical sciences,2,2,7,,3,6,,7,6,,NA,2
1,5,2,2,2,,Physical sciences,2,1,2,,5,2,,5,1,,4,2
1,5,1,2,3,,Engineering,1,2,6,,2,3,,6,4,,NA,2
1,5,2,2,3,,Engineering,2,1,2,,5,2,,5,1,,4,1
1,5,1,2,3,,Engineering,2,1,2,,4,8,,4,1,,4,1
1,5,1,1,4,,Mathematics,NA,1,10,,5,3,,4,1,,4,2
1,8,1,2,5,,Computer science,1,5,2,,5,2,,4,4,,NA,2
1,6,1,2,1,,Life sciences,2,2,4,,3,9,,3,6,,NA,2
1,5,1,2,2,,Physical sciences,2,2,2,,4,3,,4,1,,4,2
1,5,1,1,1,,Life sciences,NA,3,5,,5,4,,4,6,,NA,1
1,8,1,2,3,,Engineering,1,3,8,,5,9,,4,4,,NA,1
1,7,1,2,1,,Life sciences,1,5,2,,4,3,,5,4,,NA,1
1,6,2,2,2,,Physical sciences,1,5,7,,4,8,,2,1,,4,2
1,5,2,2,2,,Physical sciences,2,2,2,,5,9,,3,4,,NA,2
1,5,2,2,2,,Physical sciences,2,1,6,,4,9,,3,6,,NA,2
1,7,1,2,1,,Life sciences,1,3,6,,2,5,,2,1,,4,2
1,5,2,1,1,,Life sciences,NA,1,2,,5,8,,3,1,,4,2
1,7,1,2,1,,Life sciences,1,4,4,,3,5,,3,1,,4,2
1,6,1,2,1,,Life sciences,2,4,2,,5,2,,5,1,,4,1
1,5,1,1,1,,Life sciences,NA,2,5,,5,3,,3,6,,NA,2
1,5,1,2,1,,Life sciences,2,1,4,,3,5,,1,1,,4,1
1,6,1,2,5,,Computer science,1,5,6,,3,5,,3,6,,NA,2
1,2,1,2,2,,Physical sciences,1,7,2,,4,9,,3,1,,4,1
1,5,1,2,2,,Physical sciences,2,1,2,,6,3,,6,1,,4,2
1,5,2,2,4,,Mathematics,2,2,2,,5,9,,4,4,,NA,2
1,5,1,2,2,,Physical sciences,2,2,6,,1,4,,2,6,,NA,1
1,5,2,1,3,,Engineering,NA,2,2,,4,2,,4,4,,NA,2
1,6,1,2,2,,Physical sciences,1,3,8,,4,2,,3,4,,NA,1
1,6,2,2,1,,Life sciences,2,1,3,,3,3,,5,3,,NA,2
1,6,1,2,1,,Life sciences,1,4,4,,3,5,,2,4,,NA,1
1,5,2,1,5,,Computer science,NA,1,6,,3,2,,4,4,,NA,2
1,6,2,2,2,,Physical sciences,1,6,10,,6,2,,6,2,,NA,1
1,7,2,2,1,,Life sciences,1,6,2,,5,8,,5,1,,4,1
1,6,2,2,1,,Life sciences,1,5,6,,2,3,,5,1,,4,2
1,6,2,2,1,,Life sciences,1,5,8,,4,4,,2,7,Look for a postdoc doing clinical work and maybe research,NA,1
1,6,2,1,1,,Life sciences,NA,1,2,,4,4,,3,3,,NA,1
1,5,2,2,4,,Mathematics,2,2,7,,5,3,,5,1,,4,1
1,6,1,2,3,,Engineering,1,5,2,,5,2,,2,4,,NA,2
1,7,2,2,1,,Life sciences,2,4,7,,4,3,,4,1,,4,1
1,5,1,2,3,,Engineering,2,2,7,,2,3,,5,6,,NA,2
1,5,2,2,1,,Life sciences,2,2,2,,5,2,,4,1,,4,2
1,6,2,1,1,,Life sciences,NA,3,6,,3,5,,3,4,,NA,1
1,6,2,2,2,,Physical sciences,2,1,2,,4,2,,4,1,,4,2
1,6,2,2,4,,Mathematics,1,4,7,,2,9,,7,1,,4,2
1,5,2,1,4,,Mathematics,NA,1,6,,4,8,,3,6,,NA,1
1,6,1,2,2,,Physical sciences,1,5,9,Musician,4,3,,5,4,,NA,1
1,5,2,2,2,,Physical sciences,2,2,7,,6,5,,4,1,,4,1
1,6,1,2,2,,Physical sciences,1,5,2,,4,8,,4,4,,NA,2
1,5,1,2,2,,Physical sciences,2,2,2,,6,1,,5,4,,NA,2
1,5,2,2,1,,Life sciences,2,1,2,,5,5,,4,1,,4,1
1,5,2,1,5,,Computer science,NA,1,2,,6,8,,4,1,,4,1
1,6,2,2,3,,Engineering,1,4,6,,4,9,,3,4,,NA,1
1,6,2,2,2,,Physical sciences,1,6,10,,5,3,,5,1,,4,1
1,6,2,2,1,,Life sciences,1,5,10,,5,10,poet,4,2,,NA,1
1,5,1,2,2,,Physical sciences,2,2,4,,4,4,,4,1,,4,2
1,5,1,2,1,,Life sciences,2,2,6,,3,10,House Cleaner,1,1,,4,2
1,5,2,1,2,,Physical sciences,NA,1,9,Business owner ,4,8,,4,4,,NA,2
1,6,1,2,3,,Engineering,2,1,2,,5,2,,5,6,,NA,2
1,5,2,1,1,,Life sciences,NA,2,6,,2,5,,7,7,PhD program,NA,2
1,6,2,2,1,,Life sciences,2,2,6,,3,3,,5,1,,4,1
1,6,1,1,5,,Computer science,NA,1,2,,5,4,,4,4,,NA,1
1,6,1,2,1,,Life sciences,1,4,8,,1,10,retired; former bus driver (service worker?),2,1,,4,1
1,5,1,2,4,,Mathematics,2,2,9,Pastor,5,9,,4,6,,NA,2
1,5,1,2,2,,Physical sciences,2,1,2,,4,9,,6,1,,4,1
1,5,2,2,2,,Physical sciences,2,1,2,,5,2,,5,6,,NA,1
1,7,1,2,3,,Engineering,2,2,3,,3,9,,2,1,,4,1
1,5,1,1,4,,Mathematics,NA,1,10,,6,3,,5,4,,NA,1
1,5,2,2,4,,Mathematics,2,3,2,,5,8,,4,1,,4,1
1,7,1,2,1,,Life sciences,2,2,2,,6,3,,6,6,,NA,2
1,6,1,2,5,,Computer science,2,2,2,,4,2,,4,4,,NA,1
1,5,2,2,2,,Physical sciences,2,3,7,,2,2,,4,6,,NA,2
1,5,1,2,2,,Physical sciences,1,3,9,business,4,10,personal trainer,4,6,,NA,2
1,5,1,2,1,,Life sciences,2,1,2,,5,2,,5,1,,4,2
1,7,1,2,2,,Physical sciences,2,1,2,,4,9,,2,1,,4,1
1,6,4,2,2,,Physical sciences,2,5,4,,4,8,,4,1,,4,1
1,2,2,2,4,,Mathematics,2,1,7,,7,8,,1,1,,4,2
1,6,1,1,1,,Life sciences,NA,2,6,,2,7,,4,6,,NA,2
1,7,1,2,1,,Life sciences,1,5,9,small business owner,2,10,small business owner,2,4,,NA,2
1,5,2,2,1,,Life sciences,2,2,10,,6,9,,3,2,,NA,2
1,5,2,2,2,,Physical sciences,2,2,7,,5,3,,5,1,,4,2
1,5,1,2,2,,Physical sciences,2,2,6,,5,9,,4,3,,NA,2
1,6,2,2,3,,Engineering,2,5,10,,6,3,,5,6,,NA,2
1,6,2,2,1,,Life sciences,2,1,7,,3,10,Housewife,7,1,,4,1
1,7,2,2,2,,Physical sciences,2,4,7,,4,8,,6,1,,71,1
1,5,2,1,1,,Life sciences,NA,2,4,,2,8,,3,7,Medical school,NA,1
1,5,2,1,1,,Life sciences,NA,2,2,,4,5,,4,2,,NA,1
1,6,2,2,1,,Life sciences,1,7,4,,4,4,,5,1,,206,1
1,5,1,2,3,,Engineering,1,3,4,,3,5,,3,4,,NA,2
1,6,1,2,1,,Life sciences,2,3,7,,6,8,,5,1,,4,1
1,6,2,2,1,,Life sciences,2,1,10,,6,10,Business,4,2,,NA,1
1,6,2,2,2,,Physical sciences,2,3,2,,5,3,,5,6,,NA,1
1,6,1,1,4,,Mathematics,NA,1,6,,2,9,,3,2,,NA,2
1,6,2,2,5,,Computer science,2,3,9,"Deceased, but worked as an engineer (professional) when living",5,3,,5,6,,NA,1
1,6,2,2,1,,Life sciences,1,3,2,,5,9,,4,6,,NA,1
1,5,2,1,1,,Life sciences,NA,2,9,Real Estate Business Owner,4,2,,4,1,,4,1
1,5,1,2,3,,Engineering,1,3,6,,4,10,"Small business owner, Riding Instructor",5,1,,4,2
1,6,2,2,1,,Life sciences,1,4,7,,5,10,University administrator (registrar),5,4,,NA,1
1,5,1,2,1,,Life sciences,1,3,2,,5,8,,6,1,,4,2
1,6,2,2,4,,Mathematics,1,6,9,Photographer and Art Director,5,10,Prop Stylist,3,1,,98,1
1,5,2,2,2,,Physical sciences,1,3,2,,5,2,,5,1,,4,2
1,7,2,2,1,,Life sciences,1,5,2,,5,9,,4,6,,NA,2
1,5,1,2,4,,Mathematics,2,1,10,,4,2,,5,6,,NA,1
1,6,1,2,2,,Physical sciences,1,4,2,,4,2,,4,6,,NA,2
1,6,1,2,2,,Physical sciences,2,2,2,,6,2,,5,6,,NA,2
1,5,1,2,3,,Engineering,1,4,3,,2,9,,1,4,,NA,2
1,5,1,2,4,,Mathematics,2,4,4,,5,9,,4,1,,4,1
1,5,2,1,1,,Life sciences,NA,2,2,,4,4,,5,3,,NA,1
1,6,1,2,2,,Physical sciences,1,6,2,,4,3,,4,4,,NA,2
1,6,1,1,5,,Computer science,NA,1,4,,3,5,,4,4,,NA,2
1,6,1,2,4,,Mathematics,2,1,2,,5,8,,4,1,,4,1
1,8,1,2,2,,Physical sciences,2,3,7,,1,4,,3,2,,NA,1
1,5,2,2,2,,Physical sciences,1,3,2,,5,8,,4,6,,NA,2
1,5,1,2,2,,Physical sciences,2,2,10,,5,2,,4,1,,4,2
1,5,2,2,1,,Life sciences,2,1,2,,6,8,,6,1,,4,2
1,5,2,2,2,,Physical sciences,2,3,2,,5,2,,5,6,,NA,2
1,6,1,2,5,,Computer science,2,1,10,,6,3,,6,6,,NA,1
1,6,2,2,2,,Physical sciences,1,4,2,,5,5,,5,4,,NA,2
1,8,1,2,5,,Computer science,2,2,7,,6,3,,6,1,,4,1
1,5,1,2,2,,Physical sciences,2,3,2,,4,2,,4,6,,NA,2
1,6,2,1,2,,Physical sciences,NA,4,4,,3,8,,4,1,,4,2
1,6,1,2,1,,Life sciences,2,2,2,,5,8,,5,6,,NA,1
